ID,SENTENCE,CATEGORY,ASPECTS,ASPECT CATEGORY,SENTIMENT,ASPECTS_WITH_ASPECT_CATEGORY,ASPECTS_WITH_ASPECT_CATEGORY_AND_SENTIMENT
282890,wonderful food cozy but not over crowded,"FOOD, RESTAURANT","['ATMOSPHERE', 'GENERAL']","['RESTAURANT', 'FOOD']","['POSITIVE', 'POSITIVE']","['RESTAURANT-ATMOSPHERE', 'FOOD-GENERAL']","RESTAURANT-ATMOSPHERE-POSITIVE, FOOD-GENERAL-POSITIVE"
282890,we will go back here every time we come to chicago,RESTAURANT,['EXPERIENCE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-EXPERIENCE'],RESTAURANT-EXPERIENCE-POSITIVE
282891,this place wa over the top,RESTAURANT,['GENERAL'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-GENERAL'],RESTAURANT-GENERAL-POSITIVE
282891,the food wa classic italian with plenty of menu choice,FOOD,"['CUISINE', 'MENU']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-CUISINE', 'FOOD-MENU']","FOOD-CUISINE-POSITIVE, FOOD-MENU-POSITIVE"
282891,but the atmosphere is pretty hard to describe,RESTAURANT,['ATMOSPHERE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-ATMOSPHERE'],RESTAURANT-ATMOSPHERE-POSITIVE
282891,we were there on new year eve and there wa never a dull moment,"AMBIENCE, RESTAURANT",['ATMOSPHERE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-ATMOSPHERE'],RESTAURANT-ATMOSPHERE-POSITIVE
282891,reservation are a must,RESTAURANT,['RECOMMENDATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-RECOMMENDATION'],RESTAURANT-RECOMMENDATION-POSITIVE
282921,i love a great italian restaurant and this is one,RESTAURANT,['CUISINE'],['FOOD'],['POSITIVE'],['FOOD-CUISINE'],FOOD-CUISINE-POSITIVE
282921,i consider myself a really good cook of italian food so i am very critical,FOOD,['EXPERIENCE'],['FOOD'],['NEUTRAL'],['FOOD-EXPERIENCE'],FOOD-EXPERIENCE-NEUTRAL
282921,i ordered their veal marsala which wa outstanding,FOOD,['CUISINE'],['FOOD'],['POSITIVE'],['FOOD-CUISINE'],FOOD-CUISINE-POSITIVE
282951,went on the recommendation of a friend and we were not disappointed,FOOD,['EXPERIENCE'],['FOOD'],['POSITIVE'],['FOOD-EXPERIENCE'],FOOD-EXPERIENCE-POSITIVE
282951,food wa great portion were large and everything wa fresh,FOOD,"['PORTION', 'QUALITY']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-PORTION', 'FOOD-QUALITY']","FOOD-PORTION-POSITIVE, FOOD-QUALITY-POSITIVE"
282951,be sure to make a reservation well in advance,RESTAURANT,['RECOMMENDATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-RECOMMENDATION'],RESTAURANT-RECOMMENDATION-POSITIVE
282979,charming restaurant old school which wa very nostalgic,"AMBIENCE, RESTAURANT",['ATMOSPHERE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-ATMOSPHERE'],RESTAURANT-ATMOSPHERE-POSITIVE
282979,good news is that the food is very good and the price were reasonable nothing fancy or over the top,FOOD,"['PRICE', 'GENERAL']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-PRICE', 'FOOD-GENERAL']","FOOD-PRICE-POSITIVE, FOOD-GENERAL-POSITIVE"
283006,it doe not look like much when you walk in the door but do not let that fool you,RESTAURANT,['ATMOSPHERE'],['RESTAURANT'],['NEUTRAL'],['RESTAURANT-ATMOSPHERE'],RESTAURANT-ATMOSPHERE-NEUTRAL
283006,the place is always packed but i recommend reservation,RESTAURANT,['RECOMMENDATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-RECOMMENDATION'],RESTAURANT-RECOMMENDATION-POSITIVE
283006,well worth the wait either way,RESTAURANT,['EXPERIENCE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-EXPERIENCE'],RESTAURANT-EXPERIENCE-POSITIVE
283029,food wa excellent probably the best i have had in year,FOOD,['GENERAL'],['FOOD'],['POSITIVE'],['FOOD-GENERAL'],FOOD-GENERAL-POSITIVE
283029,the wait staff wa very professional and attentive,STAFF,['BEHAVIOUR'],['SERVICE'],['POSITIVE'],['SERVICE-BEHAVIOUR'],SERVICE-BEHAVIOUR-POSITIVE
283029,would definitely come here again when in chicago,RESTAURANT,['EXPERIENCE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-EXPERIENCE'],RESTAURANT-EXPERIENCE-POSITIVE
283029,price are right on the mark,FOOD,['PRICE'],['FOOD'],['POSITIVE'],['FOOD-PRICE'],FOOD-PRICE-POSITIVE
283041,simply excellent,RESTAURANT,['GENERAL'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-GENERAL'],RESTAURANT-GENERAL-POSITIVE
283041,the food the people the service,"FOOD, SERVICE","['GENERAL', 'GENERAL']","['FOOD', 'SERVICE']","['POSITIVE', 'POSITIVE']","['FOOD-GENERAL', 'SERVICE-GENERAL']","FOOD-GENERAL-POSITIVE, SERVICE-GENERAL-POSITIVE"
283041,a most if you are visiting chicago,RESTAURANT,['RECOMMENDATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-RECOMMENDATION'],RESTAURANT-RECOMMENDATION-POSITIVE
283041,the veal chop is outstanding,FOOD,['MEAL'],['FOOD'],['POSITIVE'],['FOOD-MEAL'],FOOD-MEAL-POSITIVE
283078,wonderful authentic neighborhood italian restaurant,RESTAURANT,"['ATMOSPHERE', 'LOCATION']","['RESTAURANT', 'RESTAURANT']","['POSITIVE', 'POSITIVE']","['RESTAURANT-ATMOSPHERE', 'RESTAURANT-LOCATION']","RESTAURANT-ATMOSPHERE-POSITIVE, RESTAURANT-LOCATION-POSITIVE"
283078,very busy and loud but delicious,"FOOD, RESTAURANT","['ATMOSPHERE', 'TASTE']","['RESTAURANT', 'FOOD']","['NEGATIVE', 'POSITIVE']","['RESTAURANT-ATMOSPHERE', 'FOOD-TASTE']","RESTAURANT-ATMOSPHERE-NEGATIVE, FOOD-TASTE-POSITIVE"
283078,make reservation and come hungry because the portion are quite large,"FOOD, RESTAURANT","['RECOMMENDATION', 'PORTION']","['RESTAURANT', 'FOOD']","['POSITIVE', 'POSITIVE']","['RESTAURANT-RECOMMENDATION', 'FOOD-PORTION']","RESTAURANT-RECOMMENDATION-POSITIVE, FOOD-PORTION-POSITIVE"
283081,food wa rubbery and cold,FOOD,['QUALITY'],['FOOD'],['NEGATIVE'],['FOOD-QUALITY'],FOOD-QUALITY-NEGATIVE
283081,absolutely inedible,FOOD,['GENERAL'],['FOOD'],['NEGATIVE'],['FOOD-GENERAL'],FOOD-GENERAL-NEGATIVE
283081,service wa slow and we had to wait a half hour even though we had a reservation,SERVICE,['WAIT_TIME'],['SERVICE'],['NEGATIVE'],['SERVICE-WAIT_TIME'],SERVICE-WAIT_TIME-NEGATIVE
283088,the service is quick and not super polished,SERVICE,"['WAIT_TIME', 'GENERAL']","['SERVICE', 'SERVICE']","['POSITIVE', 'NEGATIVE']","['SERVICE-WAIT_TIME', 'SERVICE-GENERAL']","SERVICE-WAIT_TIME-POSITIVE, SERVICE-GENERAL-NEGATIVE"
283088,but the pace ha a great old time feel it is loud and fun and the food is simply fantastic,"FOOD, RESTAURANT","['ATMOSPHERE', 'GENERAL']","['RESTAURANT', 'FOOD']","['POSITIVE', 'POSITIVE']","['RESTAURANT-ATMOSPHERE', 'FOOD-GENERAL']","RESTAURANT-ATMOSPHERE-POSITIVE, FOOD-GENERAL-POSITIVE"
283130,we were recommended this great restaurant by friend and we we not disappointed,RESTAURANT,['EXPERIENCE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-EXPERIENCE'],RESTAURANT-EXPERIENCE-POSITIVE
283130,only a 10 minute taxi ride from downtown you will find this gem of a restaurant,RESTAURANT,['LOCATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-LOCATION'],RESTAURANT-LOCATION-POSITIVE
283142,a real italian experience should feel like you are eating in the dining room with family and that is exactly what you get here,"AMBIENCE, RESTAURANT",['ATMOSPHERE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-ATMOSPHERE'],RESTAURANT-ATMOSPHERE-POSITIVE
283142,while the restaurant is dated and cramp i felt like i wa at my nonis,RESTAURANT,['ATMOSPHERE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-ATMOSPHERE'],RESTAURANT-ATMOSPHERE-POSITIVE
283154,everything here is amazing,RESTAURANT,['GENERAL'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-GENERAL'],RESTAURANT-GENERAL-POSITIVE
283154,i had chicken vesuvio did not need knife to cut wife had another chicken dish also very good,FOOD,['MEAL'],['FOOD'],['POSITIVE'],['FOOD-MEAL'],FOOD-MEAL-POSITIVE
283154,friend had fish dish very good and other person had beef mancow which wa put of this world,FOOD,['MEAL'],['FOOD'],['POSITIVE'],['FOOD-MEAL'],FOOD-MEAL-POSITIVE
283174,we were a party of nine having a pre marathon dinner,RESTAURANT,['EXPERIENCE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-EXPERIENCE'],RESTAURANT-EXPERIENCE-POSITIVE
283174,we booked two month ago but the place wa so crowded we were pushed in a corner with barely an inch between u,RESTAURANT,['ATMOSPHERE'],['RESTAURANT'],['NEGATIVE'],['RESTAURANT-ATMOSPHERE'],RESTAURANT-ATMOSPHERE-NEGATIVE
283174,the pasta wa mediocre at best,FOOD,['MEAL'],['FOOD'],['NEUTRAL'],['FOOD-MEAL'],FOOD-MEAL-NEUTRAL
283206,we were invited to la scarola by friend who live in chicago,RESTAURANT,['LOCATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-LOCATION'],RESTAURANT-LOCATION-POSITIVE
283206,it is their favorite restaurant,RESTAURANT,['GENERAL'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-GENERAL'],RESTAURANT-GENERAL-POSITIVE
283206,a little away from all the action but worth it,RESTAURANT,['GENERAL'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-GENERAL'],RESTAURANT-GENERAL-POSITIVE
283206,excellent food and ambiance like no other,"AMBIENCE, FOOD","['ATMOSPHERE', 'GENERAL']","['RESTAURANT', 'FOOD']","['POSITIVE', 'POSITIVE']","['RESTAURANT-ATMOSPHERE', 'FOOD-GENERAL']","RESTAURANT-ATMOSPHERE-POSITIVE, FOOD-GENERAL-POSITIVE"
283225,this is a rather small place tight table big portion,"FOOD, RESTAURANT","['SEATING_PLAN', 'PORTION']","['RESTAURANT', 'FOOD']","['NEGATIVE', 'POSITIVE']","['RESTAURANT-SEATING_PLAN', 'FOOD-PORTION']","RESTAURANT-SEATING_PLAN-NEGATIVE, FOOD-PORTION-POSITIVE"
283225,be prepared to be delighted with the quality and quantity,FOOD,"['PORTION', 'QUALITY']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-PORTION', 'FOOD-QUALITY']","FOOD-PORTION-POSITIVE, FOOD-QUALITY-POSITIVE"
283225,the selection are varied between the traditional italian and variation to those dish,FOOD,['CUISINE'],['FOOD'],['POSITIVE'],['FOOD-CUISINE'],FOOD-CUISINE-POSITIVE
283227,we went there on the recommendation of friend,RESTAURANT,['RECOMMENDATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-RECOMMENDATION'],RESTAURANT-RECOMMENDATION-POSITIVE
283227,it is a small place with interesting atmosphere and good food,"FOOD, RESTAURANT","['ATMOSPHERE', 'GENERAL']","['RESTAURANT', 'FOOD']","['POSITIVE', 'POSITIVE']","['RESTAURANT-ATMOSPHERE', 'FOOD-GENERAL']","RESTAURANT-ATMOSPHERE-POSITIVE, FOOD-GENERAL-POSITIVE"
283227,they are very kid friendly and the service is great,SERVICE,['GENERAL'],['SERVICE'],['POSITIVE'],['SERVICE-GENERAL'],SERVICE-GENERAL-POSITIVE
283231,had reservation waited a little bit but well worth it,SERVICE,['WAIT_TIME'],['SERVICE'],['NEGATIVE'],['SERVICE-WAIT_TIME'],SERVICE-WAIT_TIME-NEGATIVE
283231,our waiter gustabo wa excellent a wa the food,"FOOD, SERVICE","['GENERAL', 'BEHAVIOUR']","['FOOD', 'SERVICE']","['POSITIVE', 'POSITIVE']","['FOOD-GENERAL', 'SERVICE-BEHAVIOUR']","FOOD-GENERAL-POSITIVE, SERVICE-BEHAVIOUR-POSITIVE"
283237,thank you very much much appreciate it,RESTAURANT,['EXPERIENCE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-EXPERIENCE'],RESTAURANT-EXPERIENCE-POSITIVE
283249,if you do not have a nonna to cook for you than the next best thing is la scarola,FOOD,['CUISINE'],['FOOD'],['POSITIVE'],['FOOD-CUISINE'],FOOD-CUISINE-POSITIVE
283249,traditional italian dish in a fun atmosphere,"FOOD, RESTAURANT","['ATMOSPHERE', 'CUISINE']","['RESTAURANT', 'FOOD']","['POSITIVE', 'POSITIVE']","['RESTAURANT-ATMOSPHERE', 'FOOD-CUISINE']","RESTAURANT-ATMOSPHERE-POSITIVE, FOOD-CUISINE-POSITIVE"
283249,good portion and reasonable price,FOOD,"['PORTION', 'PRICE']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-PORTION', 'FOOD-PRICE']","FOOD-PORTION-POSITIVE, FOOD-PRICE-POSITIVE"
283249,it say on the menu their pasta e fagioli is the best it is,FOOD,['MEAL'],['FOOD'],['POSITIVE'],['FOOD-MEAL'],FOOD-MEAL-POSITIVE
283255,this restaurant came highly recommended by friend,RESTAURANT,['RECOMMENDATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-RECOMMENDATION'],RESTAURANT-RECOMMENDATION-POSITIVE
283255,they never called to inform u,RESTAURANT,['EXPERIENCE'],['RESTAURANT'],['NEGATIVE'],['RESTAURANT-EXPERIENCE'],RESTAURANT-EXPERIENCE-NEGATIVE
283287,this is one of my favorite restaurant,RESTAURANT,['GENERAL'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-GENERAL'],RESTAURANT-GENERAL-POSITIVE
283287,the atmosphere is busy and the decor is interesting,"AMBIENCE, RESTAURANT","['ATMOSPHERE', 'DECORATION']","['RESTAURANT', 'RESTAURANT']","['POSITIVE', 'POSITIVE']","['RESTAURANT-ATMOSPHERE', 'RESTAURANT-DECORATION']","RESTAURANT-ATMOSPHERE-POSITIVE, RESTAURANT-DECORATION-POSITIVE"
283287,the menu ha a wide variety of selection,FOOD,['MENU'],['FOOD'],['POSITIVE'],['FOOD-MENU'],FOOD-MENU-POSITIVE
283287,the food is delicious and the portion are huge,FOOD,"['PORTION', 'TASTE']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-PORTION', 'FOOD-TASTE']","FOOD-PORTION-POSITIVE, FOOD-TASTE-POSITIVE"
283287,best to make a reservation a it is always busy,RESTAURANT,['RECOMMENDATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-RECOMMENDATION'],RESTAURANT-RECOMMENDATION-POSITIVE
283295,this restaurant ha been here for many many year,RESTAURANT,['EXPERIENCE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-EXPERIENCE'],RESTAURANT-EXPERIENCE-POSITIVE
283295,the vibe is old school italian and the it is not that large,RESTAURANT,['ATMOSPHERE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-ATMOSPHERE'],RESTAURANT-ATMOSPHERE-POSITIVE
283295,it is quite popular and you would be well served by calling for a reservation during their most busy time,SERVICE,['GENERAL'],['SERVICE'],['POSITIVE'],['SERVICE-GENERAL'],SERVICE-GENERAL-POSITIVE
283322,what a place,RESTAURANT,['GENERAL'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-GENERAL'],RESTAURANT-GENERAL-POSITIVE
283322,local venue with plenty of charm,RESTAURANT,['ATMOSPHERE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-ATMOSPHERE'],RESTAURANT-ATMOSPHERE-POSITIVE
283322,come with close table noise and friendly hustle of people enjoying their food,RESTAURANT,['ATMOSPHERE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-ATMOSPHERE'],RESTAURANT-ATMOSPHERE-POSITIVE
283322,wonderful traditional italian fare,FOOD,['CUISINE'],['FOOD'],['POSITIVE'],['FOOD-CUISINE'],FOOD-CUISINE-POSITIVE
283322,very authentic,FOOD,['CUISINE'],['FOOD'],['POSITIVE'],['FOOD-CUISINE'],FOOD-CUISINE-POSITIVE
283322,large portion and plenty of choice,FOOD,"['MENU', 'PORTION']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-MENU', 'FOOD-PORTION']","FOOD-MENU-POSITIVE, FOOD-PORTION-POSITIVE"
283328,food wa ok nothing sensational,FOOD,['GENERAL'],['FOOD'],['NEUTRAL'],['FOOD-GENERAL'],FOOD-GENERAL-NEUTRAL
283328,service wa average,SERVICE,['GENERAL'],['SERVICE'],['NEUTRAL'],['SERVICE-GENERAL'],SERVICE-GENERAL-NEUTRAL
283328,this restaurant appears to appeal to a lot of people thus it is high rating wth in most review,RESTAURANT,['GENERAL'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-GENERAL'],RESTAURANT-GENERAL-POSITIVE
283328,unfortunately we were not thrilled,RESTAURANT,['GENERAL'],['RESTAURANT'],['NEGATIVE'],['RESTAURANT-GENERAL'],RESTAURANT-GENERAL-NEGATIVE
283343,we were greeted immediately upon entering by the owner who asked u to wait by the small bar in the next room,SERVICE,['GENERAL'],['SERVICE'],['POSITIVE'],['SERVICE-GENERAL'],SERVICE-GENERAL-POSITIVE
283345,a sicilian bartender recommended this place a his favorite in chicago,RESTAURANT,['RECOMMENDATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-RECOMMENDATION'],RESTAURANT-RECOMMENDATION-POSITIVE
283345,we are so glad we took him up on that and have been back several time since,RESTAURANT,['EXPERIENCE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-EXPERIENCE'],RESTAURANT-EXPERIENCE-POSITIVE
283363,what a great surprise,RESTAURANT,['GENERAL'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-GENERAL'],RESTAURANT-GENERAL-POSITIVE
283363,it wa filled with publicity picture of all of the great that have eaten there,RESTAURANT,['DECORATION'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-DECORATION'],RESTAURANT-DECORATION-POSITIVE
283363,an authentic place with male waiter with white shirt and tie,RESTAURANT,['ATMOSPHERE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-ATMOSPHERE'],RESTAURANT-ATMOSPHERE-POSITIVE
283364,this place wa absolutely awesome,RESTAURANT,['GENERAL'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-GENERAL'],RESTAURANT-GENERAL-POSITIVE
283364,we had the pleasure of meeting the owner joe who wa incredibly gracious,STAFF,['GENERAL'],['SERVICE'],['POSITIVE'],['SERVICE-GENERAL'],SERVICE-GENERAL-POSITIVE
283364,each course we had wa so delicious,FOOD,['TASTE'],['FOOD'],['POSITIVE'],['FOOD-TASTE'],FOOD-TASTE-POSITIVE
283364,looking forward to coming back,RESTAURANT,['EXPERIENCE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-EXPERIENCE'],RESTAURANT-EXPERIENCE-POSITIVE
283365,such a wonderful atmosphere total authentic italian food staff and atmosphere,"FOOD, RESTAURANT","['ATMOSPHERE', 'CUISINE', 'GENERAL']","['RESTAURANT', 'FOOD', 'SERVICE']","['POSITIVE', 'POSITIVE', 'POSITIVE']","['RESTAURANT-ATMOSPHERE', 'FOOD-CUISINE', 'SERVICE-GENERAL']","RESTAURANT-ATMOSPHERE-POSITIVE, FOOD-CUISINE-POSITIVE, SERVICE-GENERAL-POSITIVE"
283365,the staff wa incredibly kind,STAFF,['BEHAVIOUR'],['SERVICE'],['POSITIVE'],['SERVICE-BEHAVIOUR'],SERVICE-BEHAVIOUR-POSITIVE
283365,they were intentional about getting to know u and take care of u,SERVICE,['BEHAVIOUR'],['SERVICE'],['POSITIVE'],['SERVICE-BEHAVIOUR'],SERVICE-BEHAVIOUR-POSITIVE
283365,there is complimentary bread and the entree are delicious,FOOD,['TASTE'],['FOOD'],['POSITIVE'],['FOOD-TASTE'],FOOD-TASTE-POSITIVE
283367,this is a small and very popular place so get a reservation,RESTAURANT,['ATMOSPHERE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-ATMOSPHERE'],RESTAURANT-ATMOSPHERE-POSITIVE
283367,the food is great and the owner and server are very friendly,"FOOD, SERVICE","['GENERAL', 'BEHAVIOUR']","['FOOD', 'SERVICE']","['POSITIVE', 'POSITIVE']","['FOOD-GENERAL', 'SERVICE-BEHAVIOUR']","FOOD-GENERAL-POSITIVE, SERVICE-BEHAVIOUR-POSITIVE"
283367,it get loud and a little tight inside but we loved the atmosphere,RESTAURANT,['ATMOSPHERE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-ATMOSPHERE'],RESTAURANT-ATMOSPHERE-POSITIVE
283376,my husband and i loved this restaurant,RESTAURANT,['EXPERIENCE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-EXPERIENCE'],RESTAURANT-EXPERIENCE-POSITIVE
283376,it is noisy crowded and wonderful,RESTAURANT,['ATMOSPHERE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-ATMOSPHERE'],RESTAURANT-ATMOSPHERE-POSITIVE
283376,we were seated immediately on a tuesday night at a little table in the bar,SERVICE,['WAIT_TIME'],['SERVICE'],['POSITIVE'],['SERVICE-WAIT_TIME'],SERVICE-WAIT_TIME-POSITIVE
283376,our waiter wa efficient professional and friendly,SERVICE,['GENERAL'],['SERVICE'],['POSITIVE'],['SERVICE-GENERAL'],SERVICE-GENERAL-POSITIVE
283402,i love the feel of a busy restaurant organized kaos,"AMBIENCE, RESTAURANT",['ATMOSPHERE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-ATMOSPHERE'],RESTAURANT-ATMOSPHERE-POSITIVE
283402,everyone working here is moving all the time and they were friendly,SERVICE,['BEHAVIOUR'],['SERVICE'],['POSITIVE'],['SERVICE-BEHAVIOUR'],SERVICE-BEHAVIOUR-POSITIVE
283402,the food wa terrific and plentiful,FOOD,"['PORTION', 'QUALITY']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-PORTION', 'FOOD-QUALITY']","FOOD-PORTION-POSITIVE, FOOD-QUALITY-POSITIVE"
283402,price were reasonable all thing considerred,FOOD,['PRICE'],['FOOD'],['POSITIVE'],['FOOD-PRICE'],FOOD-PRICE-POSITIVE
285927,i ate at lou mitchell s two morning in a row and in both case the portion were gargantuan,FOOD,['PORTION'],['FOOD'],['POSITIVE'],['FOOD-PORTION'],FOOD-PORTION-POSITIVE
285927,the quality of the breakfast in both case were also excellent though,FOOD,['QUALITY'],['FOOD'],['POSITIVE'],['FOOD-QUALITY'],FOOD-QUALITY-POSITIVE
285927,the donut hole are also incredibly good,FOOD,['MEAL'],['FOOD'],['POSITIVE'],['FOOD-MEAL'],FOOD-MEAL-POSITIVE
285927,i had pancake one morning and french toast the second morning,FOOD,['MEAL'],['FOOD'],['NEUTRAL'],['FOOD-MEAL'],FOOD-MEAL-NEUTRAL
285927,these cook also cook their bacon perfectly,FOOD,"['KITCHEN', 'MEAL']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-KITCHEN', 'FOOD-MEAL']","FOOD-KITCHEN-POSITIVE, FOOD-MEAL-POSITIVE"
285976,a soon a you step in your transported back in time,RESTAURANT,['ATMOSPHERE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-ATMOSPHERE'],RESTAURANT-ATMOSPHERE-POSITIVE
285976,it is loon like unchanged from 60 year ago,RESTAURANT,['ATMOSPHERE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-ATMOSPHERE'],RESTAURANT-ATMOSPHERE-POSITIVE
285976,you can tell this used to be the place for working class in chicago all those decade ago,RESTAURANT,['ATMOSPHERE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-ATMOSPHERE'],RESTAURANT-ATMOSPHERE-POSITIVE
285976,it ha a really cozy feel it is small and so are the booth but the food the service and price were great,"FOOD, SERVICE, RESTAURANT","['ATMOSPHERE', 'PRICE', 'GENERAL', 'GENERAL']","['RESTAURANT', 'FOOD', 'FOOD', 'SERVICE']","['POSITIVE', 'POSITIVE', 'POSITIVE', 'POSITIVE']","['RESTAURANT-ATMOSPHERE', 'FOOD-PRICE', 'FOOD-GENERAL', 'SERVICE-GENERAL']","RESTAURANT-ATMOSPHERE-POSITIVE, FOOD-PRICE-POSITIVE, FOOD-GENERAL-POSITIVE, SERVICE-GENERAL-POSITIVE"
285978,very good food and excellent quality excellent service waiter are helpful kind and polite,"FOOD, SERVICE","['GENERAL', 'GENERAL']","['FOOD', 'SERVICE']","['POSITIVE', 'POSITIVE']","['FOOD-GENERAL', 'SERVICE-GENERAL']","FOOD-GENERAL-POSITIVE, SERVICE-GENERAL-POSITIVE"
285978,the price u fair,FOOD,['PRICE'],['FOOD'],['POSITIVE'],['FOOD-PRICE'],FOOD-PRICE-POSITIVE
285978,whenever i come to chicago i will go there and recommend,RESTAURANT,"['LOCATION', 'RECOMMENDATION']","['RESTAURANT', 'RESTAURANT']","['POSITIVE', 'POSITIVE']","['RESTAURANT-LOCATION', 'RESTAURANT-RECOMMENDATION']","RESTAURANT-LOCATION-POSITIVE, RESTAURANT-RECOMMENDATION-POSITIVE"
285995,good but nothing to rave out,RESTAURANT,['GENERAL'],['RESTAURANT'],['NEUTRAL'],['RESTAURANT-GENERAL'],RESTAURANT-GENERAL-NEUTRAL
285995,the biscuit and gravy were really good why do they bring you a bowl of gravy a if it wa soup,FOOD,['MEAL'],['FOOD'],['POSITIVE'],['FOOD-MEAL'],FOOD-MEAL-POSITIVE
285995,the omelet wa huge but the taste wa not amazing,FOOD,"['PORTION', 'TASTE']","['FOOD', 'FOOD']","['POSITIVE', 'NEGATIVE']","['FOOD-PORTION', 'FOOD-TASTE']","FOOD-PORTION-POSITIVE, FOOD-TASTE-NEGATIVE"
285995,toast were thick and good,FOOD,"['PORTION', 'QUALITY']","['FOOD', 'FOOD']","['POSITIVE', 'POSITIVE']","['FOOD-PORTION', 'FOOD-QUALITY']","FOOD-PORTION-POSITIVE, FOOD-QUALITY-POSITIVE"
286007,in fairness i cannot judge the rest of the menu but can say my husband and i did not enjoy the breakfast,FOOD,['MEAL'],['FOOD'],['NEGATIVE'],['FOOD-MEAL'],FOOD-MEAL-NEGATIVE
286007,my egg florentine wa bland the potato barely browned and the coffee wa watered down and i am not a fan of strong coffee,"DRINK, FOOD","['QUALITY', 'TASTE']","['FOOD', 'FOOD']","['NEGATIVE', 'NEGATIVE']","['FOOD-QUALITY', 'FOOD-TASTE']","FOOD-QUALITY-NEGATIVE, FOOD-TASTE-NEGATIVE"
286146,i really like the buzz around the place a we had breakfast,RESTAURANT,['ATMOSPHERE'],['RESTAURANT'],['POSITIVE'],['RESTAURANT-ATMOSPHERE'],RESTAURANT-ATMOSPHERE-POSITIVE
286146,it really made me feel like i wa in a big bustling city,RESTAURANT,"['ATMOSPHERE', 'VIEW']","['RESTAURANT', 'RESTAURANT']","['POSITIVE', 'POSITIVE']","['RESTAURANT-ATMOSPHERE', 'RESTAURANT-VIEW']","RESTAURANT-ATMOSPHERE-POSITIVE, RESTAURANT-VIEW-POSITIVE"
286146,the staff wa pretty awesome and took care of u,STAFF,['GENERAL'],['SERVICE'],['POSITIVE'],['SERVICE-GENERAL'],SERVICE-GENERAL-POSITIVE
286166,donut hole omelet and coffee are all excellent,FOOD,['MEAL'],['FOOD'],['POSITIVE'],['FOOD-MEAL'],FOOD-MEAL-POSITIVE
